sample_id,split,landslide_px,asc_pre_bad_pct,asc_pre_c0,asc_pre_c1,asc_pre_c2,asc_pre_c3,desc_pre_bad_pct,desc_pre_c0,desc_pre_c1,desc_pre_c2,desc_pre_c3,asc_post_bad_pct,asc_post_c0,asc_post_c1,asc_post_c2,asc_post_c3,desc_post_bad_pct,desc_post_c0,desc_post_c1,desc_post_c2,desc_post_c3,asc_pre_src,desc_pre_src,asc_post_src,desc_post_src,opt_pre_src,opt_post_src,ann_src
70,test,271,3.497,15811,573,0,0,0.073,16372,0,12,0,3.497,15811,573,0,0,0.073,16372,0,12,0,Pre_event/S1_ASC_20210805/70.tif,Pre_event/S1_DESC_20210803/70.tif,Post_event/S1_ASC_20210817/70.tif,Post_event/S1_DESC_20210815/70.tif,Pre_event/S2_20210804/70.tif,Post_event/S2_20210814/70.tif,Annotations/70.tif
71,val,158,15.942,13772,2612,0,0,2.759,15932,203,249,0,15.942,13772,2612,0,0,2.759,15932,203,249,0,Pre_event/S1_ASC_20210805/71.tif,Pre_event/S1_DESC_20210803/71.tif,Post_event/S1_ASC_20210817/71.tif,Post_event/S1_DESC_20210815/71.tif,Pre_event/S2_20210804/71.tif,Post_event/S2_20210814/71.tif,Annotations/71.tif
72,val,381,44.934,9022,7362,0,0,1.093,16205,0,179,0,44.934,9022,7362,0,0,1.093,16205,0,179,0,Pre_event/S1_ASC_20210805/72.tif,Pre_event/S1_DESC_20210803/72.tif,Post_event/S1_ASC_20210817/72.tif,Post_event/S1_DESC_20210815/72.tif,Pre_event/S2_20210804/72.tif,Post_event/S2_20210814/72.tif,Annotations/72.tif
73,test,449,78.973,3445,12939,0,0,0.623,16282,0,102,0,78.973,3445,12939,0,0,0.623,16282,0,102,0,Pre_event/S1_ASC_20210805/73.tif,Pre_event/S1_DESC_20210803/73.tif,Post_event/S1_ASC_20210817/73.tif,Post_event/S1_DESC_20210815/73.tif,Pre_event/S2_20210804/73.tif,Post_event/S2_20210814/73.tif,Annotations/73.tif
74,train,289,57.153,7020,9364,0,0,1.019,16217,107,60,0,57.153,7020,9364,0,0,1.019,16217,107,60,0,Pre_event/S1_ASC_20210805/74.tif,Pre_event/S1_DESC_20210803/74.tif,Post_event/S1_ASC_20210817/74.tif,Post_event/S1_DESC_20210815/74.tif,Pre_event/S2_20210804/74.tif,Post_event/S2_20210814/74.tif,Annotations/74.tif
75,train,109,17.505,13516,2866,2,0,5.988,15403,946,35,0,17.505,13516,2866,2,0,5.988,15403,946,35,0,Pre_event/S1_ASC_20210805/75.tif,Pre_event/S1_DESC_20210803/75.tif,Post_event/S1_ASC_20210817/75.tif,Post_event/S1_DESC_20210815/75.tif,Pre_event/S2_20210804/75.tif,Post_event/S2_20210814/75.tif,Annotations/75.tif
76,test,109,9.418,14841,1541,2,0,11.951,14426,1913,45,0,9.418,14841,1541,2,0,11.951,14426,1913,45,0,Pre_event/S1_ASC_20210805/76.tif,Pre_event/S1_DESC_20210803/76.tif,Post_event/S1_ASC_20210817/76.tif,Post_event/S1_DESC_20210815/76.tif,Pre_event/S2_20210804/76.tif,Post_event/S2_20210814/76.tif,Annotations/76.tif
77,train,151,3.094,15877,500,7,0,17.133,13577,2797,10,0,3.094,15877,500,7,0,17.133,13577,2797,10,0,Pre_event/S1_ASC_20210805/77.tif,Pre_event/S1_DESC_20210803/77.tif,Post_event/S1_ASC_20210817/77.tif,Post_event/S1_DESC_20210815/77.tif,Pre_event/S2_20210804/77.tif,Post_event/S2_20210814/77.tif,Annotations/77.tif
78,test,1263,2.563,15964,384,36,0,31.555,11214,5158,12,0,2.563,15964,384,36,0,31.555,11214,5158,12,0,Pre_event/S1_ASC_20210805/78.tif,Pre_event/S1_DESC_20210803/78.tif,Post_event/S1_ASC_20210817/78.tif,Post_event/S1_DESC_20210815/78.tif,Pre_event/S2_20210804/78.tif,Post_event/S2_20210814/78.tif,Annotations/78.tif
79,train,1862,12.988,14256,2096,32,0,35.87,10507,5748,129,0,12.988,14256,2096,32,0,35.87,10507,5748,129,0,Pre_event/S1_ASC_20210805/79.tif,Pre_event/S1_DESC_20210803/79.tif,Post_event/S1_ASC_20210817/79.tif,Post_event/S1_DESC_20210815/79.tif,Pre_event/S2_20210804/79.tif,Post_event/S2_20210814/79.tif,Annotations/79.tif
80,train,1677,22.876,12636,3739,9,0,27.24,11921,4330,133,0,22.876,12636,3739,9,0,27.24,11921,4330,133,0,Pre_event/S1_ASC_20210805/80.tif,Pre_event/S1_DESC_20210803/80.tif,Post_event/S1_ASC_20210817/80.tif,Post_event/S1_DESC_20210815/80.tif,Pre_event/S2_20210804/80.tif,Post_event/S2_20210814/80.tif,Annotations/80.tif
81,train,949,22.443,12707,3669,8,0,15.771,13800,2417,167,0,22.443,12707,3669,8,0,15.771,13800,2417,167,0,Pre_event/S1_ASC_20210805/81.tif,Pre_event/S1_DESC_20210803/81.tif,Post_event/S1_ASC_20210817/81.tif,Post_event/S1_DESC_20210815/81.tif,Pre_event/S2_20210804/81.tif,Post_event/S2_20210814/81.tif,Annotations/81.tif
82,train,1482,25.189,12257,4125,2,0,8.74,14952,1140,292,0,25.189,12257,4125,2,0,8.74,14952,1140,292,0,Pre_event/S1_ASC_20210805/82.tif,Pre_event/S1_DESC_20210803/82.tif,Post_event/S1_ASC_20210817/82.tif,Post_event/S1_DESC_20210815/82.tif,Pre_event/S2_20210804/82.tif,Post_event/S2_20210814/82.tif,Annotations/82.tif
83,train,1776,27.191,11929,4455,0,0,12.451,14344,1409,631,0,27.191,11929,4455,0,0,12.451,14344,1409,631,0,Pre_event/S1_ASC_20210805/83.tif,Pre_event/S1_DESC_20210803/83.tif,Post_event/S1_ASC_20210817/83.tif,Post_event/S1_DESC_20210815/83.tif,Pre_event/S2_20210804/83.tif,Post_event/S2_20210814/83.tif,Annotations/83.tif
84,train,680,30.182,11439,4795,39,111,23.486,12536,3155,693,0,30.182,11439,4795,39,111,23.486,12536,3155,693,0,Pre_event/S1_ASC_20210805/84.tif,Pre_event/S1_DESC_20210803/84.tif,Post_event/S1_ASC_20210817/84.tif,Post_event/S1_DESC_20210815/84.tif,Pre_event/S2_20210804/84.tif,Post_event/S2_20210814/84.tif,Annotations/84.tif
85,train,932,27.875,11817,4404,52,111,44.525,9089,6862,433,0,27.875,11817,4404,52,111,44.525,9089,6862,433,0,Pre_event/S1_ASC_20210805/85.tif,Pre_event/S1_DESC_20210803/85.tif,Post_event/S1_ASC_20210817/85.tif,Post_event/S1_DESC_20210815/85.tif,Pre_event/S2_20210804/85.tif,Post_event/S2_20210814/85.tif,Annotations/85.tif
86,train,1365,21.539,12855,3509,20,0,48.199,8487,7139,758,0,21.539,12855,3509,20,0,48.199,8487,7139,758,0,Pre_event/S1_ASC_20210805/86.tif,Pre_event/S1_DESC_20210803/86.tif,Post_event/S1_ASC_20210817/86.tif,Post_event/S1_DESC_20210815/86.tif,Pre_event/S2_20210804/86.tif,Post_event/S2_20210814/86.tif,Annotations/86.tif
87,train,1099,26.447,12051,4326,7,0,29.077,11620,4236,528,0,26.447,12051,4326,7,0,29.077,11620,4236,528,0,Pre_event/S1_ASC_20210805/87.tif,Pre_event/S1_DESC_20210803/87.tif,Post_event/S1_ASC_20210817/87.tif,Post_event/S1_DESC_20210815/87.tif,Pre_event/S2_20210804/87.tif,Post_event/S2_20210814/87.tif,Annotations/87.tif
88,train,302,27.814,11827,4557,0,0,14.905,13942,2440,2,0,27.814,11827,4557,0,0,14.905,13942,2440,2,0,Pre_event/S1_ASC_20210805/88.tif,Pre_event/S1_DESC_20210803/88.tif,Post_event/S1_ASC_20210817/88.tif,Post_event/S1_DESC_20210815/88.tif,Pre_event/S2_20210804/88.tif,Post_event/S2_20210814/88.tif,Annotations/88.tif
89,train,119,8.142,15050,1334,0,0,8.881,14929,1434,21,0,8.142,15050,1334,0,0,8.881,14929,1434,21,0,Pre_event/S1_ASC_20210805/89.tif,Pre_event/S1_DESC_20210803/89.tif,Post_event/S1_ASC_20210817/89.tif,Post_event/S1_DESC_20210815/89.tif,Pre_event/S2_20210804/89.tif,Post_event/S2_20210814/89.tif,Annotations/89.tif
90,train,136,12.091,14403,1940,41,0,17.877,13455,2854,75,0,12.091,14403,1940,41,0,17.877,13455,2854,75,0,Pre_event/S1_ASC_20210805/90.tif,Pre_event/S1_DESC_20210803/90.tif,Post_event/S1_ASC_20210817/90.tif,Post_event/S1_DESC_20210815/90.tif,Pre_event/S2_20210804/90.tif,Post_event/S2_20210814/90.tif,Annotations/90.tif
91,train,401,27.069,11949,4429,6,0,14.062,14080,1749,555,0,27.069,11949,4429,6,0,14.062,14080,1749,555,0,Pre_event/S1_ASC_20210805/91.tif,Pre_event/S1_DESC_20210803/91.tif,Post_event/S1_ASC_20210817/91.tif,Post_event/S1_DESC_20210815/91.tif,Pre_event/S2_20210804/91.tif,Post_event/S2_20210814/91.tif,Annotations/91.tif
92,train,401,26.807,11992,4387,5,0,6.226,15364,615,405,0,26.807,11992,4387,5,0,6.226,15364,615,405,0,Pre_event/S1_ASC_20210805/92.tif,Pre_event/S1_DESC_20210803/92.tif,Post_event/S1_ASC_20210817/92.tif,Post_event/S1_DESC_20210815/92.tif,Pre_event/S2_20210804/92.tif,Post_event/S2_20210814/92.tif,Annotations/92.tif
93,val,151,6.982,15240,1144,0,0,0.94,16230,0,154,0,6.982,15240,1144,0,0,0.94,16230,0,154,0,Pre_event/S1_ASC_20210805/93.tif,Pre_event/S1_DESC_20210803/93.tif,Post_event/S1_ASC_20210817/93.tif,Post_event/S1_DESC_20210815/93.tif,Pre_event/S2_20210804/93.tif,Post_event/S2_20210814/93.tif,Annotations/93.tif
94,val,165,15.393,13862,2522,0,0,0.897,16237,0,147,0,15.393,13862,2522,0,0,0.897,16237,0,147,0,Pre_event/S1_ASC_20210805/94.tif,Pre_event/S1_DESC_20210803/94.tif,Post_event/S1_ASC_20210817/94.tif,Post_event/S1_DESC_20210815/94.tif,Pre_event/S2_20210804/94.tif,Post_event/S2_20210814/94.tif,Annotations/94.tif
95,val,431,43.127,9318,7066,0,0,0.415,16316,0,68,0,43.127,9318,7066,0,0,0.415,16316,0,68,0,Pre_event/S1_ASC_20210805/95.tif,Pre_event/S1_DESC_20210803/95.tif,Post_event/S1_ASC_20210817/95.tif,Post_event/S1_DESC_20210815/95.tif,Pre_event/S2_20210804/95.tif,Post_event/S2_20210814/95.tif,Annotations/95.tif
96,train,873,62.592,6129,10255,0,0,0.464,16308,0,76,0,62.592,6129,10255,0,0,0.464,16308,0,76,0,Pre_event/S1_ASC_20210805/96.tif,Pre_event/S1_DESC_20210803/96.tif,Post_event/S1_ASC_20210817/96.tif,Post_event/S1_DESC_20210815/96.tif,Pre_event/S2_20210804/96.tif,Post_event/S2_20210814/96.tif,Annotations/96.tif
97,train,456,49.646,8250,8134,0,0,0.555,16293,0,91,0,49.646,8250,8134,0,0,0.555,16293,0,91,0,Pre_event/S1_ASC_20210805/97.tif,Pre_event/S1_DESC_20210803/97.tif,Post_event/S1_ASC_20210817/97.tif,Post_event/S1_DESC_20210815/97.tif,Pre_event/S2_20210804/97.tif,Post_event/S2_20210814/97.tif,Annotations/97.tif
98,train,109,31.763,11180,5204,0,0,3.052,15884,409,91,0,31.763,11180,5204,0,0,3.052,15884,409,91,0,Pre_event/S1_ASC_20210805/98.tif,Pre_event/S1_DESC_20210803/98.tif,Post_event/S1_ASC_20210817/98.tif,Post_event/S1_DESC_20210815/98.tif,Pre_event/S2_20210804/98.tif,Post_event/S2_20210814/98.tif,Annotations/98.tif
99,test,109,30.103,11452,4932,0,0,6.494,15320,956,108,0,30.103,11452,4932,0,0,6.494,15320,956,108,0,Pre_event/S1_ASC_20210805/99.tif,Pre_event/S1_DESC_20210803/99.tif,Post_event/S1_ASC_20210817/99.tif,Post_event/S1_DESC_20210815/99.tif,Pre_event/S2_20210804/99.tif,Post_event/S2_20210814/99.tif,Annotations/99.tif
100,val,151,26.202,12091,4277,16,0,19.507,13188,3108,88,0,26.202,12091,4277,16,0,19.507,13188,3108,88,0,Pre_event/S1_ASC_20210805/100.tif,Pre_event/S1_DESC_20210803/100.tif,Post_event/S1_ASC_20210817/100.tif,Post_event/S1_DESC_20210815/100.tif,Pre_event/S2_20210804/100.tif,Post_event/S2_20210814/100.tif,Annotations/100.tif
101,train,1478,19.25,13230,3109,45,0,26.105,12107,4200,77,0,19.25,13230,3109,45,0,26.105,12107,4200,77,0,Pre_event/S1_ASC_20210805/101.tif,Pre_event/S1_DESC_20210803/101.tif,Post_event/S1_ASC_20210817/101.tif,Post_event/S1_DESC_20210815/101.tif,Pre_event/S2_20210804/101.tif,Post_event/S2_20210814/101.tif,Annotations/101.tif
102,val,1917,19.769,13145,3210,29,0,21.79,12814,3489,81,0,19.769,13145,3210,29,0,21.79,12814,3489,81,0,Pre_event/S1_ASC_20210805/102.tif,Pre_event/S1_DESC_20210803/102.tif,Post_event/S1_ASC_20210817/102.tif,Post_event/S1_DESC_20210815/102.tif,Pre_event/S2_20210804/102.tif,Post_event/S2_20210814/102.tif,Annotations/102.tif
103,train,1532,15.607,13827,2557,0,0,19.72,13153,3156,75,0,15.607,13827,2557,0,0,19.72,13153,3156,75,0,Pre_event/S1_ASC_20210805/103.tif,Pre_event/S1_DESC_20210803/103.tif,Post_event/S1_ASC_20210817/103.tif,Post_event/S1_DESC_20210815/103.tif,Pre_event/S2_20210804/103.tif,Post_event/S2_20210814/103.tif,Annotations/103.tif
104,train,964,15.112,13908,2474,2,0,11.346,14525,1766,93,0,15.112,13908,2474,2,0,11.346,14525,1766,93,0,Pre_event/S1_ASC_20210805/104.tif,Pre_event/S1_DESC_20210803/104.tif,Post_event/S1_ASC_20210817/104.tif,Post_event/S1_DESC_20210815/104.tif,Pre_event/S2_20210804/104.tif,Post_event/S2_20210814/104.tif,Annotations/104.tif
105,train,924,18.121,13415,2967,2,0,5.994,15402,872,110,0,18.121,13415,2967,2,0,5.994,15402,872,110,0,Pre_event/S1_ASC_20210805/105.tif,Pre_event/S1_DESC_20210803/105.tif,Post_event/S1_ASC_20210817/105.tif,Post_event/S1_DESC_20210815/105.tif,Pre_event/S2_20210804/105.tif,Post_event/S2_20210814/105.tif,Annotations/105.tif
106,train,1320,40.521,9745,6639,0,0,12.659,14310,714,1360,0,40.521,9745,6639,0,0,12.659,14310,714,1360,0,Pre_event/S1_ASC_20210805/106.tif,Pre_event/S1_DESC_20210803/106.tif,Post_event/S1_ASC_20210817/106.tif,Post_event/S1_DESC_20210815/106.tif,Pre_event/S2_20210804/106.tif,Post_event/S2_20210814/106.tif,Annotations/106.tif
107,train,1574,71.527,4665,11569,39,111,21.393,12879,1357,2135,13,71.527,4665,11569,39,111,21.393,12879,1357,2135,13,Pre_event/S1_ASC_20210805/107.tif,Pre_event/S1_DESC_20210803/107.tif,Post_event/S1_ASC_20210817/107.tif,Post_event/S1_DESC_20210815/107.tif,Pre_event/S2_20210804/107.tif,Post_event/S2_20210814/107.tif,Annotations/107.tif
108,train,2268,62.805,6094,10135,44,111,21.442,12871,2380,1120,13,62.805,6094,10135,44,111,21.442,12871,2380,1120,13,Pre_event/S1_ASC_20210805/108.tif,Pre_event/S1_DESC_20210803/108.tif,Post_event/S1_ASC_20210817/108.tif,Post_event/S1_DESC_20210815/108.tif,Pre_event/S2_20210804/108.tif,Post_event/S2_20210814/108.tif,Annotations/108.tif
109,test,2248,57.043,7038,9334,12,0,25.085,12274,2723,1387,0,57.043,7038,9334,12,0,25.085,12274,2723,1387,0,Pre_event/S1_ASC_20210805/109.tif,Pre_event/S1_DESC_20210803/109.tif,Post_event/S1_ASC_20210817/109.tif,Post_event/S1_DESC_20210815/109.tif,Pre_event/S2_20210804/109.tif,Post_event/S2_20210814/109.tif,Annotations/109.tif
110,val,1430,65.198,5702,10675,7,0,17.578,13504,1765,1115,0,65.198,5702,10675,7,0,17.578,13504,1765,1115,0,Pre_event/S1_ASC_20210805/110.tif,Pre_event/S1_DESC_20210803/110.tif,Post_event/S1_ASC_20210817/110.tif,Post_event/S1_DESC_20210815/110.tif,Pre_event/S2_20210804/110.tif,Post_event/S2_20210814/110.tif,Annotations/110.tif
111,train,294,51.099,8012,8372,0,0,3.748,15770,614,0,0,51.099,8012,8372,0,0,3.748,15770,614,0,0,Pre_event/S1_ASC_20210805/111.tif,Pre_event/S1_DESC_20210803/111.tif,Post_event/S1_ASC_20210817/111.tif,Post_event/S1_DESC_20210815/111.tif,Pre_event/S2_20210804/111.tif,Post_event/S2_20210814/111.tif,Annotations/111.tif
112,train,192,7.422,15168,1216,0,0,3.705,15777,571,36,0,7.422,15168,1216,0,0,3.705,15777,571,36,0,Pre_event/S1_ASC_20210805/112.tif,Pre_event/S1_DESC_20210803/112.tif,Post_event/S1_ASC_20210817/112.tif,Post_event/S1_DESC_20210815/112.tif,Pre_event/S2_20210804/112.tif,Post_event/S2_20210814/112.tif,Annotations/112.tif
113,train,192,0.189,16353,31,0,0,2.57,15963,421,0,0,0.189,16353,31,0,0,2.57,15963,421,0,0,Pre_event/S1_ASC_20210805/113.tif,Pre_event/S1_DESC_20210803/113.tif,Post_event/S1_ASC_20210817/113.tif,Post_event/S1_DESC_20210815/113.tif,Pre_event/S2_20210804/113.tif,Post_event/S2_20210814/113.tif,Annotations/113.tif
114,train,131,6.622,15299,1085,0,0,6.525,15315,1048,21,0,6.622,15299,1085,0,0,6.525,15315,1048,21,0,Pre_event/S1_ASC_20210805/114.tif,Pre_event/S1_DESC_20210803/114.tif,Post_event/S1_ASC_20210817/114.tif,Post_event/S1_DESC_20210815/114.tif,Pre_event/S2_20210804/114.tif,Post_event/S2_20210814/114.tif,Annotations/114.tif
115,test,202,24.536,12364,4012,8,0,17.328,13545,2357,482,0,24.536,12364,4012,8,0,17.328,13545,2357,482,0,Pre_event/S1_ASC_20210805/115.tif,Pre_event/S1_DESC_20210803/115.tif,Post_event/S1_ASC_20210817/115.tif,Post_event/S1_DESC_20210815/115.tif,Pre_event/S2_20210804/115.tif,Post_event/S2_20210814/115.tif,Annotations/115.tif
116,val,401,66.089,5556,10822,6,0,16.071,13751,695,1938,0,66.089,5556,10822,6,0,16.071,13751,695,1938,0,Pre_event/S1_ASC_20210805/116.tif,Pre_event/S1_DESC_20210803/116.tif,Post_event/S1_ASC_20210817/116.tif,Post_event/S1_DESC_20210815/116.tif,Pre_event/S2_20210804/116.tif,Post_event/S2_20210814/116.tif,Annotations/116.tif
117,train,483,52.759,7740,8644,0,0,6.72,15283,0,1101,0,52.759,7740,8644,0,0,6.72,15283,0,1101,0,Pre_event/S1_ASC_20210805/117.tif,Pre_event/S1_DESC_20210803/117.tif,Post_event/S1_ASC_20210817/117.tif,Post_event/S1_DESC_20210815/117.tif,Pre_event/S2_20210804/117.tif,Post_event/S2_20210814/117.tif,Annotations/117.tif
118,train,102,35.352,10592,5792,0,0,0.94,16230,0,154,0,35.352,10592,5792,0,0,0.94,16230,0,154,0,Pre_event/S1_ASC_20210805/118.tif,Pre_event/S1_DESC_20210803/118.tif,Post_event/S1_ASC_20210817/118.tif,Post_event/S1_DESC_20210815/118.tif,Pre_event/S2_20210804/118.tif,Post_event/S2_20210814/118.tif,Annotations/118.tif
119,train,306,7.379,15175,1209,0,0,0.0,16384,0,0,0,7.379,15175,1209,0,0,0.0,16384,0,0,0,Pre_event/S1_ASC_20210805/119.tif,Pre_event/S1_DESC_20210803/119.tif,Post_event/S1_ASC_20210817/119.tif,Post_event/S1_DESC_20210815/119.tif,Pre_event/S2_20210804/119.tif,Post_event/S2_20210814/119.tif,Annotations/119.tif
120,train,762,35.101,10633,5751,0,0,0.214,16349,0,35,0,35.101,10633,5751,0,0,0.214,16349,0,35,0,Pre_event/S1_ASC_20210805/120.tif,Pre_event/S1_DESC_20210803/120.tif,Post_event/S1_ASC_20210817/120.tif,Post_event/S1_DESC_20210815/120.tif,Pre_event/S2_20210804/120.tif,Post_event/S2_20210814/120.tif,Annotations/120.tif
121,val,778,59.094,6702,9682,0,0,1.904,16072,0,312,0,59.094,6702,9682,0,0,1.904,16072,0,312,0,Pre_event/S1_ASC_20210805/121.tif,Pre_event/S1_DESC_20210803/121.tif,Post_event/S1_ASC_20210817/121.tif,Post_event/S1_DESC_20210815/121.tif,Pre_event/S2_20210804/121.tif,Post_event/S2_20210814/121.tif,Annotations/121.tif
122,train,328,47.229,8646,7738,0,0,1.691,16107,0,277,0,47.229,8646,7738,0,0,1.691,16107,0,277,0,Pre_event/S1_ASC_20210805/122.tif,Pre_event/S1_DESC_20210803/122.tif,Post_event/S1_ASC_20210817/122.tif,Post_event/S1_DESC_20210815/122.tif,Pre_event/S2_20210804/122.tif,Post_event/S2_20210814/122.tif,Annotations/122.tif
123,test,367,56.281,7163,9198,23,0,11.096,14566,1724,94,0,56.281,7163,9198,23,0,11.096,14566,1724,94,0,Pre_event/S1_ASC_20210805/123.tif,Pre_event/S1_DESC_20210803/123.tif,Post_event/S1_ASC_20210817/123.tif,Post_event/S1_DESC_20210815/123.tif,Pre_event/S2_20210804/123.tif,Post_event/S2_20210814/123.tif,Annotations/123.tif
124,test,811,41.339,9611,6762,11,0,6.952,15245,1068,71,0,41.339,9611,6762,11,0,6.952,15245,1068,71,0,Pre_event/S1_ASC_20210805/124.tif,Pre_event/S1_DESC_20210803/124.tif,Post_event/S1_ASC_20210817/124.tif,Post_event/S1_DESC_20210815/124.tif,Pre_event/S2_20210804/124.tif,Post_event/S2_20210814/124.tif,Annotations/124.tif
125,train,1185,29.59,11536,4844,4,0,5.957,15408,764,212,0,29.59,11536,4844,4,0,5.957,15408,764,212,0,Pre_event/S1_ASC_20210805/125.tif,Pre_event/S1_DESC_20210803/125.tif,Post_event/S1_ASC_20210817/125.tif,Post_event/S1_DESC_20210815/125.tif,Pre_event/S2_20210804/125.tif,Post_event/S2_20210814/125.tif,Annotations/125.tif
126,train,889,27.93,11808,4576,0,0,3.9,15745,372,267,0,27.93,11808,4576,0,0,3.9,15745,372,267,0,Pre_event/S1_ASC_20210805/126.tif,Pre_event/S1_DESC_20210803/126.tif,Post_event/S1_ASC_20210817/126.tif,Post_event/S1_DESC_20210815/126.tif,Pre_event/S2_20210804/126.tif,Post_event/S2_20210814/126.tif,Annotations/126.tif
127,val,291,23.364,12556,3828,0,0,4.456,15654,218,512,0,23.364,12556,3828,0,0,4.456,15654,218,512,0,Pre_event/S1_ASC_20210805/127.tif,Pre_event/S1_DESC_20210803/127.tif,Post_event/S1_ASC_20210817/127.tif,Post_event/S1_DESC_20210815/127.tif,Pre_event/S2_20210804/127.tif,Post_event/S2_20210814/127.tif,Annotations/127.tif
128,train,516,39.703,9879,6505,0,0,11.81,14449,199,1736,0,39.703,9879,6505,0,0,11.81,14449,199,1736,0,Pre_event/S1_ASC_20210805/128.tif,Pre_event/S1_DESC_20210803/128.tif,Post_event/S1_ASC_20210817/128.tif,Post_event/S1_DESC_20210815/128.tif,Pre_event/S2_20210804/128.tif,Post_event/S2_20210814/128.tif,Annotations/128.tif
129,val,3081,70.422,4846,11538,0,0,18.036,13429,558,2384,13,70.422,4846,11538,0,0,18.036,13429,558,2384,13,Pre_event/S1_ASC_20210805/129.tif,Pre_event/S1_DESC_20210803/129.tif,Post_event/S1_ASC_20210817/129.tif,Post_event/S1_DESC_20210815/129.tif,Pre_event/S2_20210804/129.tif,Post_event/S2_20210814/129.tif,Annotations/129.tif
130,train,4503,60.529,6467,9917,0,0,10.651,14639,583,1149,13,60.529,6467,9917,0,0,10.651,14639,583,1149,13,Pre_event/S1_ASC_20210805/130.tif,Pre_event/S1_DESC_20210803/130.tif,Post_event/S1_ASC_20210817/130.tif,Post_event/S1_DESC_20210815/130.tif,Pre_event/S2_20210804/130.tif,Post_event/S2_20210814/130.tif,Annotations/130.tif
131,train,2851,47.687,8571,7813,0,0,5.243,15525,128,731,0,47.687,8571,7813,0,0,5.243,15525,128,731,0,Pre_event/S1_ASC_20210805/131.tif,Pre_event/S1_DESC_20210803/131.tif,Post_event/S1_ASC_20210817/131.tif,Post_event/S1_DESC_20210815/131.tif,Pre_event/S2_20210804/131.tif,Post_event/S2_20210814/131.tif,Annotations/131.tif
132,val,961,57.062,7035,9349,0,0,4.523,15643,0,741,0,57.062,7035,9349,0,0,4.523,15643,0,741,0,Pre_event/S1_ASC_20210805/132.tif,Pre_event/S1_DESC_20210803/132.tif,Post_event/S1_ASC_20210817/132.tif,Post_event/S1_DESC_20210815/132.tif,Pre_event/S2_20210804/132.tif,Post_event/S2_20210814/132.tif,Annotations/132.tif
133,train,230,10.913,14596,1788,0,0,0.653,16277,72,35,0,10.913,14596,1788,0,0,0.653,16277,72,35,0,Pre_event/S1_ASC_20210805/133.tif,Pre_event/S1_DESC_20210803/133.tif,Post_event/S1_ASC_20210817/133.tif,Post_event/S1_DESC_20210815/133.tif,Pre_event/S2_20210804/133.tif,Post_event/S2_20210814/133.tif,Annotations/133.tif
134,train,178,17.743,13477,2907,0,0,0.226,16347,0,37,0,17.743,13477,2907,0,0,0.226,16347,0,37,0,Pre_event/S1_ASC_20210805/134.tif,Pre_event/S1_DESC_20210803/134.tif,Post_event/S1_ASC_20210817/134.tif,Post_event/S1_DESC_20210815/134.tif,Pre_event/S2_20210804/134.tif,Post_event/S2_20210814/134.tif,Annotations/134.tif
135,test,159,17.67,13489,2895,0,0,7.245,15197,1137,50,0,17.67,13489,2895,0,0,7.245,15197,1137,50,0,Pre_event/S1_ASC_20210805/135.tif,Pre_event/S1_DESC_20210803/135.tif,Post_event/S1_ASC_20210817/135.tif,Post_event/S1_DESC_20210815/135.tif,Pre_event/S2_20210804/135.tif,Post_event/S2_20210814/135.tif,Annotations/135.tif
136,train,351,9.65,14803,1581,0,0,8.74,14952,1382,50,0,9.65,14803,1581,0,0,8.74,14952,1382,50,0,Pre_event/S1_ASC_20210805/136.tif,Pre_event/S1_DESC_20210803/136.tif,Post_event/S1_ASC_20210817/136.tif,Post_event/S1_DESC_20210815/136.tif,Pre_event/S2_20210804/136.tif,Post_event/S2_20210814/136.tif,Annotations/136.tif
137,train,192,0.372,16323,61,0,0,2.289,16009,375,0,0,0.372,16323,61,0,0,2.289,16009,375,0,0,Pre_event/S1_ASC_20210805/137.tif,Pre_event/S1_DESC_20210803/137.tif,Post_event/S1_ASC_20210817/137.tif,Post_event/S1_DESC_20210815/137.tif,Pre_event/S2_20210804/137.tif,Post_event/S2_20210814/137.tif,Annotations/137.tif
138,train,316,3.485,15813,549,22,0,10.101,14729,1606,49,0,3.485,15813,549,22,0,10.101,14729,1606,49,0,Pre_event/S1_ASC_20210805/138.tif,Pre_event/S1_DESC_20210803/138.tif,Post_event/S1_ASC_20210817/138.tif,Post_event/S1_DESC_20210815/138.tif,Pre_event/S2_20210804/138.tif,Post_event/S2_20210814/138.tif,Annotations/138.tif
139,train,370,31.165,11278,5078,22,6,18.079,13422,1879,1083,0,31.165,11278,5078,22,6,18.079,13422,1879,1083,0,Pre_event/S1_ASC_20210805/139.tif,Pre_event/S1_DESC_20210803/139.tif,Post_event/S1_ASC_20210817/139.tif,Post_event/S1_DESC_20210815/139.tif,Pre_event/S2_20210804/139.tif,Post_event/S2_20210814/139.tif,Annotations/139.tif
140,val,359,60.315,6502,9882,0,0,4.749,15606,0,778,0,60.315,6502,9882,0,0,4.749,15606,0,778,0,Pre_event/S1_ASC_20210805/140.tif,Pre_event/S1_DESC_20210803/140.tif,Post_event/S1_ASC_20210817/140.tif,Post_event/S1_DESC_20210815/140.tif,Pre_event/S2_20210804/140.tif,Post_event/S2_20210814/140.tif,Annotations/140.tif
